InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,SalePrice
52626,2/10/2014,United States,2210,US14,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
52627,2/10/2014,United States,2208,US15,Female,8,38-39,6, $159.00 ,0%, $159.00 
52628,2/10/2014,Germany,2157,GER2,Female,9.5,40,7.5, $169.00 ,10%, $152.10 
52629,2/10/2014,United States,2225,US15,Male,10,43,9.5, $199.00 ,30%, $139.30 
52630,2/11/2014,United States,2158,US14,Male,9.5,42-43,9, $179.00 ,20%, $143.20 
52631,2/11/2014,Canada,2192,CAN3,Male,9,42,8.5, $159.00 ,0%, $159.00 
52632,2/11/2014,Germany,2241,GER1,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
52633,2/11/2014,United States,2232,US12,Female,10,40-41,8, $159.00 ,50%, $79.50 
52634,2/11/2014,United States,2211,US15,Female,8,38-39,6, $169.00 ,0%, $169.00 
52635,2/11/2014,Germany,2239,GER1,Female,9.5,40,7.5, $159.00 ,50%, $79.50 
52635,2/11/2014,Germany,2210,GER1,Female,9.5,40,7.5, $129.00 ,0%, $129.00 
52636,2/11/2014,United Kingdom,2232,UK2,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
52637,2/11/2014,United States,2178,US15,Female,8.5,39,6.5, $169.00 ,0%, $169.00 
52638,2/12/2014,Germany,2151,GER2,Male,6,39,5.5, $199.00 ,0%, $199.00 
52639,2/12/2014,Germany,2225,GER1,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
52640,2/12/2014,United States,2161,US9,Female,8,38-39,6, $189.00 ,0%, $189.00 
52641,2/12/2014,United States,2169,US3,Female,10,40-41,8, $169.00 ,30%, $118.30 
52642,2/12/2014,United Kingdom,2225,UK3,Male,8.5,41-42,8, $149.00 ,50%, $74.50 
52643,2/12/2014,United States,2229,US13,Male,9,42,8.5, $149.00 ,0%, $149.00 
52644,2/13/2014,Germany,2189,GER2,Female,7.5,38,5.5, $139.00 ,50%, $69.50 
52645,2/13/2014,Canada,2204,CAN5,Female,8,38-39,6, $129.00 ,0%, $129.00 
52646,2/13/2014,Germany,2177,GER2,Female,9,39-40,7, $149.00 ,0%, $149.00 
52647,2/13/2014,United States,2147,US15,Male,11,44,10.5, $139.00 ,50%, $69.50 
52648,2/13/2014,United States,2241,US15,Female,8.5,39,6.5, $139.00 ,10%, $125.10 
52648,2/13/2014,United States,2196,US15,Female,9,39-40,7, $169.00 ,0%, $169.00 
52649,2/13/2014,United States,2155,US14,Male,9,42,8.5, $129.00 ,20%, $103.20 
52650,2/14/2014,Germany,2176,GER2,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
52651,2/14/2014,United Kingdom,2201,UK5,Male,9,42,8.5, $199.00 ,0%, $199.00 
52652,2/14/2014,United States,2202,US15,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52653,2/14/2014,United Kingdom,2180,UK2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52654,2/14/2014,Canada,2237,CAN6,Male,10,43,9.5, $139.00 ,10%, $125.10 
52655,2/14/2014,Canada,2227,CAN7,Female,9,39-40,7, $129.00 ,0%, $129.00 
52656,2/15/2014,United States,2189,US4,Female,10.5,41,8.5, $149.00 ,0%, $149.00 
52657,2/15/2014,United Kingdom,2221,UK5,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
52658,2/15/2014,Germany,2177,GER2,Female,9,39-40,7, $149.00 ,0%, $149.00 
52659,2/15/2014,United Kingdom,2170,UK4,Female,4.5,35,2.5, $129.00 ,20%, $103.20 
52660,2/15/2014,Canada,2199,CAN1,Female,9,39-40,7, $129.00 ,30%, $90.30 
52661,2/15/2014,United States,2181,US8,Female,8,38-39,6, $139.00 ,0%, $139.00 
52662,2/15/2014,Germany,2206,GER2,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
52663,2/16/2014,United States,2214,US3,Male,9.5,42-43,9, $129.00 ,30%, $90.30 
52664,2/16/2014,United States,2228,US2,Female,9.5,40,7.5, $179.00 ,30%, $125.30 
52665,2/16/2014,Canada,2165,CAN5,Male,11,44,10.5, $159.00 ,0%, $159.00 
52666,2/16/2014,United Kingdom,2215,UK2,Female,4.5,35,2.5, $159.00 ,0%, $159.00 
52666,2/16/2014,United Kingdom,2201,UK5,Male,9,42,8.5, $199.00 ,0%, $199.00 
52667,2/16/2014,United States,2239,US15,Female,8,38-39,6, $189.00 ,0%, $189.00 
52668,2/16/2014,Canada,2169,CAN6,Male,9.5,42-43,9, $169.00 ,30%, $118.30 
52669,2/16/2014,United States,2161,US9,Female,8,38-39,6, $189.00 ,0%, $189.00 
52670,2/16/2014,Germany,2152,GER2,Male,9,42,8.5, $149.00 ,0%, $149.00 
52671,2/17/2014,United States,2191,US15,Female,10.5,41,8.5, $129.00 ,30%, $90.30 
52672,2/17/2014,United States,2206,US2,Female,9.5,40,7.5, $139.00 ,0%, $139.00 
52673,2/17/2014,Canada,2211,CAN3,Male,7.5,40-41,7, $139.00 ,10%, $125.10 
52674,2/17/2014,United States,2175,US9,Male,7,40,6.5, $129.00 ,0%, $129.00 
52674,2/17/2014,United States,2160,US12,Female,9.5,40,7.5, $159.00 ,50%, $79.50 
52674,2/17/2014,United States,2177,US15,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
52675,2/17/2014,United States,2204,US15,Female,8,38-39,6, $149.00 ,30%, $104.30 
52676,2/17/2014,Canada,2152,CAN6,Female,8,38-39,6, $129.00 ,50%, $64.50 
52677,2/17/2014,Germany,2213,GER2,Female,7,37-38,5, $179.00 ,20%, $143.20 
52678,2/17/2014,United States,2208,US15,Female,8,38-39,6, $159.00 ,0%, $159.00 
52678,2/17/2014,United States,2147,US15,Male,11,44,10.5, $139.00 ,50%, $69.50 
52679,2/18/2014,United States,2148,US15,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52680,2/18/2014,United States,2232,US9,Female,5.5,36,3.5, $179.00 ,0%, $179.00 
52680,2/18/2014,United States,2213,US11,Female,9.5,40,7.5, $169.00 ,10%, $152.10 
52681,2/18/2014,United States,2230,US14,Female,9,39-40,7, $179.00 ,0%, $179.00 
52681,2/18/2014,United States,2192,US9,Male,9.5,42-43,9, $129.00 ,10%, $116.10 
52681,2/18/2014,United States,2160,US12,Female,9.5,40,7.5, $159.00 ,50%, $79.50 
52682,2/18/2014,United States,2147,US15,Female,8,38-39,6, $179.00 ,0%, $179.00 
52683,2/18/2014,Germany,2208,GER2,Male,11.5,44-45,11, $159.00 ,50%, $79.50 
52684,2/18/2014,Germany,2156,GER2,Female,7,37-38,5, $169.00 ,0%, $169.00 
52685,2/18/2014,United States,2221,US7,Male,10,43,9.5, $179.00 ,30%, $125.30 
52686,2/19/2014,Canada,2152,CAN1,Male,9.5,42-43,9, $159.00 ,30%, $111.30 
52686,2/19/2014,Canada,2209,CAN1,Female,8,38-39,6, $139.00 ,30%, $97.30 
52687,2/19/2014,United States,2161,US15,Male,11.5,44-45,11, $169.00 ,0%, $169.00 
52688,2/19/2014,United States,2194,US13,Female,9,39-40,7, $179.00 ,0%, $179.00 
52688,2/19/2014,United States,2220,US1,Male,11.5,44-45,11, $199.00 ,0%, $199.00 
52688,2/19/2014,United States,2192,US9,Male,9.5,42-43,9, $129.00 ,10%, $116.10 
52689,2/19/2014,Canada,2215,CAN6,Male,10,43,9.5, $189.00 ,50%, $94.50 
52690,2/19/2014,Germany,2225,GER1,Male,8.5,41-42,8, $139.00 ,0%, $139.00 
52691,2/19/2014,United States,2183,US11,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
52692,2/20/2014,Canada,2169,CAN6,Male,9.5,42-43,9, $169.00 ,30%, $118.30 
52692,2/20/2014,Canada,2152,CAN6,Female,8,38-39,6, $129.00 ,50%, $64.50 
52693,2/20/2014,United States,2176,US15,Male,6,39,5.5, $159.00 ,0%, $159.00 
52694,2/20/2014,Germany,2182,GER2,Female,9,39-40,7, $179.00 ,0%, $179.00 
52695,2/20/2014,Canada,2212,CAN3,Male,9,42,8.5, $149.00 ,0%, $149.00 
52696,2/20/2014,United States,2177,US15,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
52697,2/21/2014,Germany,2213,GER2,Female,7,37-38,5, $179.00 ,20%, $143.20 
52697,2/21/2014,Germany,2208,GER2,Male,11.5,44-45,11, $159.00 ,50%, $79.50 
52698,2/21/2014,United States,2218,US15,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
52699,2/21/2014,United Kingdom,2170,UK5,Male,7.5,40-41,7, $149.00 ,10%, $134.10 
52700,2/21/2014,United Kingdom,2231,UK5,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52701,2/21/2014,Canada,2207,CAN2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52702,2/21/2014,Germany,2235,GER1,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
52703,2/22/2014,United States,2148,US15,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52704,2/22/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52704,2/22/2014,United Kingdom,2155,UK5,Female,10,40-41,8, $129.00 ,0%, $129.00 
52705,2/22/2014,United Kingdom,2180,UK2,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52706,2/22/2014,Germany,2182,GER2,Female,9,39-40,7, $179.00 ,0%, $179.00 
52707,2/22/2014,Germany,2197,GER3,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
52708,2/23/2014,United States,2161,US15,Male,11.5,44-45,11, $169.00 ,0%, $169.00 
52709,2/23/2014,Canada,2217,CAN6,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52710,2/23/2014,United States,2186,US11,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52711,2/23/2014,United Kingdom,2220,UK4,Male,8.5,41-42,8, $189.00 ,20%, $151.20 
52712,2/23/2014,United Kingdom,2170,UK5,Male,7.5,40-41,7, $149.00 ,10%, $134.10 
52713,2/23/2014,Germany,2217,GER2,Female,8.5,39,6.5, $139.00 ,30%, $97.30 
52714,2/23/2014,Germany,2172,GER2,Male,9.5,42-43,9, $189.00 ,30%, $132.30 
52715,2/24/2014,Canada,2215,CAN6,Male,10,43,9.5, $189.00 ,50%, $94.50 
52716,2/24/2014,United Kingdom,2231,UK5,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52716,2/24/2014,United Kingdom,2213,UK3,Female,10,40-41,8, $149.00 ,0%, $149.00 
52717,2/24/2014,Canada,2190,CAN5,Male,15,48,14.5, $139.00 ,10%, $125.10 
52718,2/24/2014,Germany,2199,GER1,Male,7.5,40-41,7, $149.00 ,10%, $134.10 
52719,2/25/2014,Canada,2212,CAN3,Male,9,42,8.5, $149.00 ,0%, $149.00 
52720,2/25/2014,United States,2220,US7,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
52721,2/25/2014,Germany,2173,GER2,Female,9,39-40,7, $169.00 ,0%, $169.00 
52722,2/25/2014,United Kingdom,2236,UK5,Male,10,43,9.5, $169.00 ,20%, $135.20 
52723,2/25/2014,Canada,2217,CAN6,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52724,2/25/2014,Germany,2240,GER1,Male,10.5,43-44,10, $159.00 ,0%, $159.00 
52725,2/26/2014,United States,2235,US9,Male,9,42,8.5, $199.00 ,50%, $99.50 
52726,2/26/2014,United States,2221,US7,Male,10,43,9.5, $179.00 ,30%, $125.30 
52727,2/26/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52727,2/26/2014,United Kingdom,2236,UK5,Male,10,43,9.5, $169.00 ,20%, $135.20 
52728,2/26/2014,Canada,2215,CAN6,Male,10,43,9.5, $189.00 ,50%, $94.50 
52729,2/27/2014,United States,2219,US15,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
52730,2/27/2014,United States,2220,US7,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
52731,2/27/2014,United States,2213,US3,Male,11,44,10.5, $159.00 ,50%, $79.50 
52731,2/27/2014,United States,2157,US3,Male,11.5,44-45,11, $149.00 ,20%, $119.20 
52732,2/27/2014,Canada,2168,CAN3,Male,10.5,43-44,10, $129.00 ,30%, $90.30 
52733,2/27/2014,Germany,2218,GER2,Female,7,37-38,5, $169.00 ,0%, $169.00 
52734,2/27/2014,United States,2183,US11,Male,9.5,42-43,9, $149.00 ,0%, $149.00 
52735,2/27/2014,United Kingdom,2220,UK4,Male,8.5,41-42,8, $189.00 ,20%, $151.20 
52735,2/27/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52736,2/28/2014,United States,2218,US15,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
52737,2/28/2014,Germany,2227,GER3,Male,10,43,9.5, $159.00 ,0%, $159.00 
52738,2/28/2014,Canada,2216,CAN6,Female,8,38-39,6, $139.00 ,0%, $139.00 
52739,2/28/2014,United States,2221,US7,Male,10,43,9.5, $179.00 ,30%, $125.30 
52740,2/28/2014,United States,2235,US9,Male,9,42,8.5, $199.00 ,50%, $99.50 
52740,2/28/2014,United States,2213,US3,Male,11,44,10.5, $159.00 ,50%, $79.50 
52741,2/28/2014,Germany,2218,GER2,Female,7,37-38,5, $169.00 ,0%, $169.00 
52742,2/28/2014,Canada,2190,CAN5,Male,15,48,14.5, $139.00 ,10%, $125.10 
52743,2/28/2014,Canada,2225,CAN1,Female,8.5,39,6.5, $189.00 ,0%, $189.00 
52744,2/28/2014,United States,2152,US15,Male,9,42,8.5, $149.00 ,0%, $149.00 
52745,3/1/2014,United States,2148,US15,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52746,3/1/2014,Canada,2216,CAN6,Female,8,38-39,6, $139.00 ,0%, $139.00 
52747,3/1/2014,Germany,2172,GER2,Male,9.5,42-43,9, $189.00 ,30%, $132.30 
52748,3/1/2014,United States,2220,US7,Male,10.5,43-44,10, $139.00 ,0%, $139.00 
52748,3/1/2014,United States,2235,US9,Male,9,42,8.5, $199.00 ,50%, $99.50 
52749,3/1/2014,Canada,2217,CAN6,Male,10.5,43-44,10, $179.00 ,30%, $125.30 
52749,3/1/2014,Canada,2190,CAN5,Male,15,48,14.5, $139.00 ,10%, $125.10 
52750,3/1/2014,United Kingdom,2230,UK5,Male,10,43,9.5, $139.00 ,0%, $139.00 
52751,3/1/2014,United States,2188,US15,Male,12,45,11.5, $169.00 ,0%, $169.00 
52752,3/1/2014,United States,2157,US3,Male,11.5,44-45,11, $149.00 ,20%, $119.20 
52753,3/2/2014,Canada,2152,CAN7,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
52754,3/2/2014,United Kingdom,2167,UK2,Female,8,38-39,6, $149.00 ,0%, $149.00 
52755,3/2/2014,Germany,2199,GER1,Male,7.5,40-41,7, $149.00 ,10%, $134.10 
52755,3/2/2014,Germany,2172,GER2,Male,9.5,42-43,9, $189.00 ,30%, $132.30 
52756,3/2/2014,Germany,2173,GER2,Female,9,39-40,7, $169.00 ,0%, $169.00 
52757,3/2/2014,Canada,2174,CAN3,Female,8.5,39,6.5, $169.00 ,0%, $169.00 
52758,3/2/2014,United States,2213,US3,Male,11,44,10.5, $159.00 ,50%, $79.50 
52759,3/2/2014,Canada,2175,CAN7,Male,11.5,44-45,11, $199.00 ,0%, $199.00 
52760,3/2/2014,United States,2182,US15,Female,8,38-39,6, $139.00 ,10%, $125.10 
52760,3/2/2014,United States,2150,US6,Female,8,38-39,6, $179.00 ,0%, $179.00 
52761,3/3/2014,Canada,2180,CAN6,Male,8,41,7.5, $169.00 ,50%, $84.50 
52762,3/3/2014,Germany,2198,GER1,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
52763,3/3/2014,United Kingdom,2236,UK5,Male,10,43,9.5, $169.00 ,20%, $135.20 
52764,3/3/2014,United States,2199,US12,Female,9.5,40,7.5, $129.00 ,0%, $129.00 
52765,3/3/2014,Canada,2152,CAN7,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
52766,3/3/2014,United States,2219,US15,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
52766,3/3/2014,United States,2182,US15,Female,8,38-39,6, $139.00 ,10%, $125.10 
52767,3/4/2014,Canada,2168,CAN3,Male,10.5,43-44,10, $129.00 ,30%, $90.30 
52768,3/4/2014,United Kingdom,2184,UK2,Female,8,38-39,6, $179.00 ,0%, $179.00 
52769,3/4/2014,Canada,2165,CAN5,Male,9,42,8.5, $169.00 ,10%, $152.10 
52770,3/4/2014,United States,2152,US15,Male,9,42,8.5, $149.00 ,0%, $149.00 
52771,3/4/2014,Canada,2180,CAN6,Male,8,41,7.5, $169.00 ,50%, $84.50 
52772,3/4/2014,Canada,2179,CAN7,Male,8,41,7.5, $189.00 ,0%, $189.00 
52772,3/4/2014,Canada,2230,CAN6,Male,11,44,10.5, $189.00 ,50%, $94.50 
52773,3/4/2014,United States,2218,US15,Male,9.5,42-43,9, $189.00 ,0%, $189.00 
52773,3/4/2014,United States,2219,US15,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
52774,3/5/2014,Canada,2204,CAN2,Male,8.5,41-42,8, $149.00 ,10%, $134.10 
52775,3/5/2014,United Kingdom,2176,UK3,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
52776,3/5/2014,Germany,2159,GER1,Female,9,39-40,7, $189.00 ,0%, $189.00 
52777,3/5/2014,United Kingdom,2205,UK3,Male,9,42,8.5, $159.00 ,0%, $159.00 
52777,3/5/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
52778,3/5/2014,United States,2157,US3,Male,11.5,44-45,11, $149.00 ,20%, $119.20 
52779,3/5/2014,Canada,2175,CAN7,Male,11.5,44-45,11, $199.00 ,0%, $199.00 
52779,3/5/2014,Canada,2179,CAN7,Male,8,41,7.5, $189.00 ,0%, $189.00 
52780,3/6/2014,United States,2202,US15,Male,10.5,43-44,10, $159.00 ,10%, $143.10 
52781,3/6/2014,United States,2171,US15,Female,5,35-36,3, $149.00 ,30%, $104.30 
52782,3/6/2014,United Kingdom,2154,UK2,Male,9,42,8.5, $179.00 ,0%, $179.00 
52783,3/6/2014,Germany,2159,GER1,Female,9,39-40,7, $189.00 ,0%, $189.00 
52784,3/6/2014,United Kingdom,2215,UK5,Male,12,45,11.5, $179.00 ,0%, $179.00 
52784,3/6/2014,United Kingdom,2205,UK3,Male,9,42,8.5, $159.00 ,0%, $159.00 
52784,3/6/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
52785,3/6/2014,Canada,2152,CAN7,Male,9.5,42-43,9, $159.00 ,0%, $159.00 
52785,3/6/2014,Canada,2175,CAN7,Male,11.5,44-45,11, $199.00 ,0%, $199.00 
52786,3/7/2014,United States,2199,US12,Female,9.5,40,7.5, $129.00 ,0%, $129.00 
52787,3/7/2014,United States,2218,US13,Male,10.5,43-44,10, $199.00 ,0%, $199.00 
52788,3/7/2014,United Kingdom,2158,UK5,Male,9,42,8.5, $149.00 ,0%, $149.00 
52789,3/7/2014,United Kingdom,2230,UK5,Male,10,43,9.5, $139.00 ,0%, $139.00 
52789,3/7/2014,United Kingdom,2215,UK5,Male,12,45,11.5, $179.00 ,0%, $179.00 
52789,3/7/2014,United Kingdom,2205,UK3,Male,9,42,8.5, $159.00 ,0%, $159.00 
52789,3/7/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
52790,3/7/2014,Germany,2156,GER3,Female,9,39-40,7, $129.00 ,0%, $129.00 
52791,3/8/2014,United States,2152,US15,Male,9,42,8.5, $149.00 ,0%, $149.00 
52792,3/8/2014,Germany,2174,GER1,Female,10,40-41,8, $139.00 ,0%, $139.00 
52793,3/8/2014,United States,2180,US13,Male,9.5,42-43,9, $179.00 ,20%, $143.20 
52794,3/8/2014,United Kingdom,2227,UK5,Female,9,39-40,7, $179.00 ,0%, $179.00 
52795,3/8/2014,United States,2214,US12,Female,8,38-39,6, $189.00 ,20%, $151.20 
52796,3/8/2014,Germany,2227,GER3,Female,9,39-40,7, $169.00 ,0%, $169.00 
52797,3/9/2014,United States,2186,US8,Male,11.5,44-45,11, $169.00 ,0%, $169.00 
52798,3/9/2014,United States,2178,US15,Female,8.5,39,6.5, $169.00 ,0%, $169.00 
52799,3/9/2014,Germany,2189,GER2,Female,7,37-38,5, $189.00 ,0%, $189.00 
52800,3/9/2014,United States,2239,US8,Female,8,38-39,6, $189.00 ,50%, $94.50 
52801,3/9/2014,United Kingdom,2176,UK3,Male,9.5,42-43,9, $199.00 ,0%, $199.00 
52802,3/10/2014,Germany,2236,GER2,Male,8,41,7.5, $169.00 ,30%, $118.30 
52803,3/10/2014,Germany,2204,GER2,Female,7,37-38,5, $179.00 ,30%, $125.30 
52804,3/10/2014,Germany,2181,GER3,Female,10,40-41,8, $169.00 ,0%, $169.00 
52805,3/10/2014,Canada,2230,CAN6,Male,11,44,10.5, $189.00 ,50%, $94.50 
52806,3/10/2014,United States,2174,US15,Male,9.5,42-43,9, $149.00 ,30%, $104.30 
52807,3/10/2014,Canada,2240,CAN3,Male,10,43,9.5, $129.00 ,30%, $90.30 
52808,3/11/2014,Germany,2186,GER1,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
52809,3/11/2014,Germany,2189,GER2,Female,7,37-38,5, $189.00 ,0%, $189.00 
52810,3/11/2014,Canada,2179,CAN7,Male,8,41,7.5, $189.00 ,0%, $189.00 
52811,3/11/2014,United States,2190,US6,Female,7,37-38,5, $169.00 ,0%, $169.00 
52811,3/11/2014,United States,2200,US1,Male,10.5,43-44,10, $169.00 ,0%, $169.00 
52812,3/12/2014,Germany,2227,GER3,Male,10,43,9.5, $159.00 ,0%, $159.00 
52813,3/12/2014,United States,2162,US15,Female,9,39-40,7, $159.00 ,0%, $159.00 
52813,3/12/2014,United States,2224,US8,Male,10,43,9.5, $179.00 ,20%, $143.20 
52814,3/12/2014,Canada,2230,CAN6,Male,11,44,10.5, $189.00 ,50%, $94.50 
52815,3/12/2014,United States,2159,US1,Female,9.5,40,7.5, $179.00 ,0%, $179.00 
52816,3/12/2014,Canada,2223,CAN1,Female,9.5,40,7.5, $159.00 ,10%, $143.10 
52817,3/12/2014,United States,2186,US13,Female,7,37-38,5, $179.00 ,10%, $161.10 
52818,3/13/2014,United States,2178,US3,Male,9.5,42-43,9, $149.00 ,30%, $104.30 
52819,3/13/2014,United Kingdom,2182,UK4,Male,10,43,9.5, $169.00 ,0%, $169.00 
52820,3/13/2014,United States,2177,US6,Female,8,38-39,6, $189.00 ,0%, $189.00 
52821,3/13/2014,United States,2169,US14,Male,8,41,7.5, $129.00 ,0%, $129.00 
52822,3/13/2014,Canada,2195,CAN2,Female,9.5,40,7.5, $129.00 ,10%, $116.10 
52823,3/14/2014,United States,2212,US15,Female,9,39-40,7, $189.00 ,0%, $189.00 
52823,3/14/2014,United States,2184,US15,Female,10.5,41,8.5, $139.00 ,0%, $139.00 
52824,3/14/2014,United States,2230,US7,Male,9.5,42-43,9, $139.00 ,20%, $111.20 
52825,3/14/2014,United States,2184,US5,Female,8,38-39,6, $149.00 ,0%, $149.00 
52826,3/14/2014,Canada,2239,CAN7,Female,8,38-39,6, $149.00 ,10%, $134.10 
52827,3/14/2014,United States,2202,US15,Male,10.5,43-44,10, $159.00 ,10%, $143.10 
52828,3/15/2014,United States,2159,US1,Female,9.5,40,7.5, $179.00 ,0%, $179.00 
52829,3/15/2014,United States,2152,US15,Male,11.5,44-45,11, $149.00 ,50%, $74.50 
52830,3/15/2014,United States,2209,US12,Male,10.5,43-44,10, $179.00 ,0%, $179.00 
52831,3/15/2014,Germany,2208,GER1,Male,9,42,8.5, $129.00 ,10%, $116.10 
52832,3/15/2014,Canada,2242,CAN6,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
52833,3/15/2014,Canada,2182,CAN7,Female,8,38-39,6, $129.00 ,10%, $116.10 
52834,3/15/2014,United Kingdom,2199,UK4,Male,14,47,13.5, $129.00 ,0%, $129.00 
52835,3/16/2014,United States,2169,US14,Male,8,41,7.5, $129.00 ,0%, $129.00 
52836,3/16/2014,United States,2190,US1,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
52837,3/16/2014,Germany,2149,GER1,Male,10.5,43-44,10, $149.00 ,0%, $149.00 
52838,3/16/2014,United States,2224,US12,Male,9.5,42-43,9, $129.00 ,20%, $103.20 
52839,3/16/2014,Germany,2167,GER2,Male,12,45,11.5, $159.00 ,20%, $127.20 
52840,3/16/2014,United States,2237,US13,Female,8.5,39,6.5, $139.00 ,50%, $69.50 
52841,3/16/2014,Canada,2198,CAN1,Male,11,44,10.5, $129.00 ,0%, $129.00 
52842,3/16/2014,Canada,2238,CAN3,Female,8,38-39,6, $189.00 ,10%, $170.10 
52843,3/16/2014,United Kingdom,2179,UK4,Male,9,42,8.5, $129.00 ,20%, $103.20 
52844,3/17/2014,Germany,2231,GER2,Male,8.5,41-42,8, $189.00 ,0%, $189.00 
52845,3/17/2014,United States,2178,US15,Female,7.5,38,5.5, $169.00 ,10%, $152.10 
52845,3/17/2014,United States,2192,US15,Male,8.5,41-42,8, $169.00 ,0%, $169.00 
52846,3/17/2014,United Kingdom,2167,UK2,Female,8,38-39,6, $149.00 ,0%, $149.00 
52846,3/17/2014,United Kingdom,2196,UK5,Female,8.5,39,6.5, $199.00 ,0%, $199.00 
52847,3/17/2014,United States,2186,US12,Male,9.5,42-43,9, $169.00 ,0%, $169.00 
52848,3/17/2014,Canada,2202,CAN7,Male,14,47,13.5, $179.00 ,30%, $125.30 
52849,3/17/2014,United Kingdom,2207,UK5,Male,8,41,7.5, $129.00 ,0%, $129.00 
52850,3/18/2014,Germany,2199,GER2,Female,9,39-40,7, $189.00 ,50%, $94.50 
52851,3/18/2014,Germany,2236,GER2,Male,8,41,7.5, $169.00 ,30%, $118.30 
52852,3/18/2014,United States,2201,US15,Female,7.5,38,5.5, $189.00 ,0%, $189.00 
52852,3/18/2014,United States,2192,US15,Female,10,40-41,8, $139.00 ,0%, $139.00 
52853,3/18/2014,United States,2217,US12,Female,8.5,39,6.5, $189.00 ,30%, $132.30 
52854,3/18/2014,Canada,2169,CAN3,Female,8,38-39,6, $169.00 ,30%, $118.30 
52855,3/19/2014,United Kingdom,2199,UK4,Male,14,47,13.5, $129.00 ,0%, $129.00 
52856,3/19/2014,Germany,2186,GER1,Male,8.5,41-42,8, $159.00 ,0%, $159.00 
52857,3/19/2014,Germany,2157,GER1,Female,7,37-38,5, $179.00 ,0%, $179.00 
52858,3/19/2014,Germany,2231,GER2,Male,8.5,41-42,8, $189.00 ,0%, $189.00 
52859,3/20/2014,United Kingdom,2179,UK4,Male,9,42,8.5, $129.00 ,20%, $103.20 
52860,3/20/2014,United States,2237,US7,Male,10,43,9.5, $149.00 ,20%, $119.20 
52861,3/20/2014,Canada,2242,CAN6,Male,10.5,43-44,10, $189.00 ,0%, $189.00 
52862,3/20/2014,Germany,2236,GER2,Male,8,41,7.5, $169.00 ,30%, $118.30 
52863,3/21/2014,Germany,2190,GER3,Female,7,37-38,5, $159.00 ,0%, $159.00 
52864,3/21/2014,United States,2192,US7,Male,7.5,40-41,7, $149.00 ,0%, $149.00 
52865,3/21/2014,Canada,2198,CAN1,Male,11,44,10.5, $129.00 ,0%, $129.00 
52866,3/21/2014,United States,2206,US15,Male,14,47,13.5, $179.00 ,0%, $179.00 
52867,3/21/2014,United States,2238,US6,Male,9,42,8.5, $199.00 ,0%, $199.00 
52868,3/21/2014,Germany,2201,GER2,Male,11,44,10.5, $169.00 ,10%, $152.10 
52869,3/22/2014,Germany,2157,GER1,Female,7,37-38,5, $179.00 ,0%, $179.00 
